available,category,desc1,desc2,itemnumber,manufacturer,mfgpnumber,msrp,price1,price2,price3,qty1,qty2,qty3,upc,weight,serialized,mapprice
"0","MAGAZINES (REPLACEMENT)","FN MAGAZINE SCAR 17 308 WIN","20RD BLACK","98892","FN America","98892","61.99","44.00","","","1","","","845737000035","0.620","NO","54.99"
"5","LIGHTS AND ACCESSORIES","PSF MORPH R700 HEADLAMP WHITE","700 LUM RECHBLE BTRY MAGNETIC","98935","Police Security Flashlights","98935","39.99","22.42","","","1","","","704673989357","0.635","NO",""
"4","LIGHTS AND ACCESSORIES","PSF MORF LANTERN 350 LUMENS","RECHARGEABLE & 4AA BATTERIES","98971","Police Security Flashlights","98971","39.99","22.50","","","1","","","704673989715","1.650","NO",""
"2","GRIPS","HOGUE GRIPS TAURUS PT99 PT92","PT100 PT101 W/ DECOCKER","99010","Hogue","99010","29.95","16.45","","","1","","","743108990100","0.200","NO","25.46"
"1","LASERS","VIRIDIAN BATTERY CHARGER FOR","X5L GEN3/FACT CAMERA!","99014","Viridian","9900014","39","26.99","","","1","","","804879607267","0.200","NO",""
"0","AIRGUNS AND ACCESSORIES","DAISY MODEL ADULT RED RYDER","1938 BB REPEATER RIFLE","991938","Daisy","991938-116","55","42.95","","","1","","","039256309384","3.210","NO",""
"19","SLINGSHOTS AND AMMO","KA-BAR SWEET MOVE SLINGSHOT 4""","WIDTH ULTRAMID HANDLE","9929","Ka-Bar Knives","9929","19.08","11.32","","","1","","","617717299292","0.300","NO",""
"7","TARGETS AND TRAPS","DAISY RED RYDER STARTER KIT","","993163","Daisy","993163-304","18","12.95","","","1","","","039256031636","0.895","NO",""
"4","TARGETS AND TRAPS","DAISY RED RYDER SHOOTING","GALLERY TARGET BOX","993164","Daisy","993164-302","16","11.95","","","1","","","039256031643","0.900","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT SAV 110 SA (8-40) MATTE","99466","Weaver","99466","52.45","32.51","","","1","","","604544647648","0.200","NO",""
"2","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT RUGER AMERICAN LA MATTE!","99468","Weaver","WV99468","52.45","32.51","","","1","","","604544630602","0.815","NO",""
"4","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT RUGER AMERICAN MATTE!","99469","Weaver","99469","52.45","32.51","","","1","","","604544630626","0.250","NO",""
"5","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT TIKKA T3X MATTE","99470","Weaver","99470","52.45","32.51","","","1","","","604544630640","0.250","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT BROWNING AB3 SA MATTE","99473","Weaver","99473","52.45","32.51","","","1","","","604544630701","0.250","NO",""
"5","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT MOSSBERG PATRIOT LA MATTE","99474","Weaver","99474","52.45","32.51","","","1","","","604544630725","0.250","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","MOSSBERG PATRIOT SA MATTE","99475","Weaver","99475","52.45","32.51","","","1","","","604544630749","0.250","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT WINCHESTER XPR LA MATTE","99476","Weaver","WV99476","52.45","32.51","","","1","","","604544630763","0.250","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT WINCHESTER XPR SA MATTE","99477","Weaver","WV99477","52.45","32.51","","","1","","","604544630787","0.250","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT WINCHESTER 70 SA MATTE","99481","Weaver","99481","52.45","32.51","","","1","","","604544630824","0.200","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT SAV AXIS I/II 0MOA (6-48)","99487","Weaver","99487","52.45","32.51","","","1","","","604544630848","0.300","NO",""
"4","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT SAV AXIS I/II 20MOA(6-48)","99488","Weaver","99488","52.45","32.51","","","1","","","604544630862","0.300","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TAC SAV 110-116 LA (6-48) 0MOA","99489","Weaver","99489","52.45","32.51","","","1","","","604544630893","0.250","NO",""
"4","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT SAV 110-116 LA(6-48)20MOA","99490","Weaver","99490","52.45","32.51","","","1","","","604544630916","0.250","NO",""
"2","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT SAV 1011121416 (6-48)","99491","Weaver","99491","52.45","32.51","","","1","","","604544630930","0.250","NO",""
"8","LIGHTS AND ACCESSORIES","PSF INSPECTOR FLASHLIGHT WHITE","50 LUMENS BLACK W/2AAA BTTRYS","99491P","Police Security Flashlights","99491","9.99","5.76","","","1","","","704673994917","0.145","NO",""
"5","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT SAV 1011121416 20MOA","99492","Weaver","99492","52.45","32.51","","","1","","","604544630954","0.250","NO",""
"3","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT SAV 110 LA (8-40) 20MOA","99497Z","Weaver","99497","67.45","41.81","","","1","","","604544630008","0.250","NO",""
"7","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT SAV 110 SA (8-40) 20MOA","99498","Weaver","99498","67.45","41.81","","","1","","","604544630015","0.250","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT REMINGTON 700 LA MATTE","99501","Weaver","WV99501","52.45","32.51","","","1","","","604544630978","0.220","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT REMINGTON 700 SA (6-48)","99503","Weaver","99503","52.45","32.51","","","1","","","604544631012","0.250","NO",""
"7","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT REM 700 SA 20MOA MATTE","99504","Weaver","99504","52.45","32.51","","","1","","","604544631036","0.250","NO",""
"2","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT REM 783 SA MATTE (6-48)!","99506","Weaver","99506","52.45","32.51","","","1","","","604544631074","0.250","NO",""
"0","SCOPE MOUNTS AND RINGS","WEAVER BASE EXTEND MULTI-SLOT","TACT SAV AXIS I/II 0MOA (8-40)","99610","Weaver","99610","52.45","32.51","","","1","","","604544685008","0.220","NO",""
"9","SCOPE MOUNTS AND RINGS","WEAVER RINGS 6-HOLE TACTICAL","PICATINNY LOW 34MM MATTE","99682","Weaver","99682","121.45","72.15","","","1","","","076683996824","0.410","NO",""
"11","SCOPE MOUNTS AND RINGS","WEAVER RINGS 6-HOLE TACTICAL","PICATINNY HIGH 34MM MATTE","99684","Weaver","99684","121.45","72.15","","","1","","","076683996848","0.470","NO",""
"6","SCOPE MOUNTS AND RINGS","WEAVER RINGS 6-HOLE TACTICAL","PICATINNY X-HIGH 34MM MATTE","99686","Weaver","99686","121.45","72.15","","","1","","","076683996862","0.460","NO",""
"20","MAGAZINE ACCESSORIES","LANCER MAGAZINE COUPLER CINCH","L5AWM L5 L5A USGI AR15 MAGS","9990001350","Lancer","9990001350","26.99","18.10","","","1","","","718122304127","0.210","NO","18.99"
"2","AR15 UPPER RECEIVERS","CMMG UPPER RECEIVER AR15","BANSHEE 9MM 5"" M-LOK W/ BCG","99B17FDAB","Cmmg","99B17FD-AB","949.95","699.95","","","1","","","810097505711","3.000","NO",""
"1","AR15 UPPER RECEIVERS","CMMG UPPER RECEIVER AR15","BANSHEE 9MM 8"" M-LOK W/ BCG","99B518DAB","Cmmg","99B518D-AB","924.95","749.95","","","1","","","810097505643","3.350","NO",""
"0","BARRELS","CMMG BARREL W/BOLT KIT 9MM","5"" RDB BLACK","99D17C3","Cmmg","99D17C3","449.95","339.95","","","1","","","815835019796","1.550","NO",""
"0","BARRELS","CMMG BARREL W/BOLT KIT 9MM","8"" RDB BLACK","99D517A","Cmmg","99D517A","474.95","359.95","","","1","","","815835019802","1.810","NO",""
"1","BARRELS","CMMG BARREL W/BOLT KIT 9MM","16"" RDB BLACK","99DE642","Cmmg","99DE642","499.95","392.95","","","1","","","815835019819","2.750","NO",""
"1","KNIVES AND RELATED ITEMS","OCASO KNIVES SOLSTICE 3.5""FLDR","CARBON FIBER/BLACK HARPOON!","9HFB","Ocaso Knives","9HFB","209.99","87.99","","","1","","","850042713211","0.140","NO","188.99"
"27","CLEANING AND GUN CARE","SHOOTERS CHOICE BRONZE BORE","BRUSH 9MM 2""","9MM2B","Shooters Choice","SHF-9MM-2B","3.09","1.65","","","1","","","027784000453","0.050","NO",""
"9","MAGAZINES (REPLACEMENT)","D&H TACTICAL MAGAZINE 9MM 30RD","STEEL BLACK SIG P320","9X1930RDP321","D&H Tactical","9X1930RDP321","39.99","27.49","","","1","","","850012639299","0.350","NO","34.99"
"24849","AMMO","ELEY TENEX 22LR 40GR EPS","50RD 100BX/CS","A00100","Eley","00100","26.25","19.39","18.52","17.80","1","10","100","650911001001","0.400","NO",""
"8993","AMMO","ELEY TENEX PISTOL 22LR 40GR","ROUND NOSE 50RD 100BX/CS","A00120","Eley","00120","26.5","19.39","18.52","17.80","1","10","100","650911001209","0.400","NO",""
"698","AMMO","ELEY TENEX RAPID FIRE PISTOL","22LR 40GR RN 50RD 100BX/CS","A00130","Eley","00130","21.55","19.39","18.52","17.80","1","10","100","650911001308","0.410","NO",""
"1557","AMMO","CCI BLAZER 22LR 40GR LEAD-RN","1200FPS 50RD 100BX/CS","A0021","CCI","21","4.99","3.37","3.20","","1","100","","076683000217","0.390","NO",""
"51","AMMO","CCI 22WMR 40GR GAMEPOINT JSP","1875FPS 50RD 40BX/CS","A0022C","CCI","22","22.99","15.67","14.87","","1","40","","076683000224","0.580","NO",""
"228","AMMO","CCI MAXI-MAG 22WMR 40GR FMJ","SOLID 1875FPS 50RD 40BX/CS","A0023","CCI","23","18.99","13.19","12.52","","1","40","","076683000231","0.560","NO",""
"500","AMMO","CCI MAXI-MAG 22WMR 40GR JHP","1875FPS 50RD 40BX/CS","A0024","CCI","24","18.99","13.19","12.52","","1","40","","076683000248","0.565","NO",""
"0","AMMO","CCI SHOTSHELL 22WMR 52GR #12","SHOT 1000FPS  20RD 100BX/CS","A0025","CCI","25","14.99","10.36","9.83","","1","100","","076683000255","0.260","NO",""
"12","AMMO","CCI CB 22 SHORT 29GR LEAD-RN","710FPS 100RD 50BX/CS","A0026","CCI","26","14.99","9.88","9.37","","1","50","","076683000262","0.680","NO",""
"343","AMMO","CCI 22 SHORT 29GR PLATED RN","1080FPS 100RD 50BX/CS","A0027","CCI","27","14.99","10.09","9.58","","1","50","","076683000279","0.690","NO",""
"538","AMMO","CCI 22 SHORT 27GR LEAD-HP","1080FPS 100RD 50BX/CS","A0028","CCI","28","14.99","10.41","9.88","","1","50","","076683000286","0.635","NO",""
"295","AMMO","CCI MINI-MAG 22LR 40GR LEAD-RN","1235FPS 100RD 50BX/CS","A0030","CCI","30","12.99","8.54","8.11","","1","50","","076683000309","0.855","NO",""
"580","AMMO","CCI MINI-MAG 22LR 36GR LEAD-HP","1260FPS 100RD 50BX/CS","A0031","CCI","31","12.99","8.54","8.11","","1","50","","076683000316","0.805","NO",""
"40","AMMO","CCI STANDARD 22LR 40GR LEAD-RN","1070FPS 100RD 50BX/CS","A0032","CCI","32","12.99","8.85","8.40","","1","50","","076683000323","0.850","NO",""
"129","AMMO","CCI GREEN TAG 22LR 40GR","LEAD-RN 1070FPS 100RD 50BX/CS","A0033","CCI","33","29.99","20.58","19.53","","1","50","","076683000330","0.855","NO",""
"0","AMMO","CCI STANDARD 22LR 40GR LEAD-RN","1070FPS 50RD 100BX/CS","A0035","CCI","35","4.99","3.40","3.23","","1","100","","076683000354","0.400","NO",""
"38","AMMO","CCI 22 CB LONG 29GR LEAD-RN","710FPS 100RD 50BX/CS","A0038","CCI","38","15.99","10.66","10.11","","1","50","","076683000385","0.715","NO",""
"288","AMMO","CCI SHOTSHELL 22LR 31GR #12","SHOT 1000FPS 20RD 100BX/CS","A0039","CCI","39","10.99","7.91","7.50","","1","100","","076683000392","0.155","NO",""
"0","AMMO","ATOMIC 5.56X45 112GR SUBSONIC","RNSP 50RD 10BX/CS","A00408","Atomic Ammunition","00408","78","69.95","","","1","","","858767004089","0.000","NO",""
"0","AMMO","ATOMIC 9MM LUGER +P 124GR JHP","50RD 10BX/CS","A00409","Atomic Ammunition","A00409","60","45.45","","","1","","","858767004096","1.460","NO",""
"4","AMMO","ATOMIC 357 MAG 158GR JHP","50RD 10BX/CS","A00418","Atomic Ammunition","00418","60","48.95","","","1","","","858767004188","1.890","NO",""
"0","AMMO","ATOMIC 308 WIN 168GR MATCH","BTHP 50RD 10BX/CS","A00426","Atomic Ammunition","A00426","85","66.95","","","1","","","858767004263","2.955","NO",""
"0","AMMO","ATOMIC 223 REM 77GR MATCH BTHP","50RD 10BX/CS","A00427","Atomic Ammunition","00427","70","50.95","","","1","","","858767004270","1.505","NO",""
"0","AMMO","ATOMIC 308 WIN 175GR MATCH","BTHP 50RD 10BX/CS","A00428","Atomic Ammunition","00428","90","67.95","","","1","","","858767004287","2.915","NO",""
"0","AMMO","ATOMIC SUBSONIC 223 REM 77GR","BTHP 50RD 10BX/CS","A00429","Atomic Ammunition","00429","62.5","51.75","","","1","","","858767004294","1.400","NO",""
"0","AMMO","ATOMIC 308 WIN 175GR SUBSONIC","BTHP 50RD 10BX/CS","A00430","Atomic Ammunition","00430","90","68.95","","","1","","","858767004300","2.650","NO",""
"16","AMMO","ATOMIC COWBOY 45 LC 200GR","LEAD-RN FP 50RD 10BX/CS","A00434","Atomic Ammunition","00434","60","46.95","","","1","","","858767004348","2.460","NO",""
"0","AMMO","ATOMIC 9MM LUGER 147GR","SUBSONIC JHP 50RD 10BX/CS","A00438","Atomic Ammunition","00438","60","46.95","","","1","","","858767004386","1.605","NO",""
"0","AMMO","ATOMIC 45 ACP 250GR SUBSONIC","JHP 50RD 10BX/CS","A00439","Atomic Ammunition","00439","70","52.95","","","1","","","858767004393","0.000","NO",""
"3","AMMO","ATOMIC 44 REM MAG 240GR MATCH","HP 50RD 10BX/CS","A00440","Atomic Ammunition","00440","70","52.95","","","1","","","858767004409","2.835","NO",""
"0","AMMO","ATOMIC 45 LC 250GR MATCH HP","50RD 10BX/CS","A00444","Atomic Ammunition","00444","65","49.95","","","1","","","858767004447","0.000","NO",""
"0","AMMO","ATOMIC 45 ACP MATCH 185GR LEAD","SWC COPPER PLATED 50RD 10BX/CS","A00448","Atomic Ammunition","00448","50","35.85","","","1","","","858767004485","2.100","NO",""
"0","AMMO","ATOMIC 38 SPECIAL MATCH 148GR","COPPER PLATE HBWC 50RD 10BX/CS","A00449","Atomic Ammunition","30449","60","46.95","","","1","","","858767004492","1.625","NO",""
"78","AMMO","ATOMIC COWBOY 38 SPECIAL","125GR LEAD-RNFP 50RD 10BX/CS","A00451","Atomic Ammunition","A00451","50","41.25","","","1","","","858767004515","1.510","NO",""
"99","AMMO","CCI VELOCITOR 22LR 40GR PLATED","HP 1435FPS 50RD 100BX/CS","A0047","CCI","47","10.99","7.35","6.98","","1","100","","076683000477","0.450","NO",""
"0","AMMO","ATOMIC 308 WIN 260GR SUBSONIC","RNSP 50RD 10BX/CS","A00472","Atomic Ammunition","00472","96","81.25","","","1","","","858767004720","0.000","NO",""
"0","AMMO","ATOMIC 7.62X39 220GR SUBSONIC","BTHP 50RD 10BX/CS","A00474","Atomic Ammunition","00474","80","69.95","","","1","","","858767004744","2.700","NO",""
"0","AMMO","ATOMIC 300 AAC 110GR","VARMAGEDDON 20RD 10BX/CS","A00475","Atomic Ammunition","00475","38","27.25","","","1","","","858767004751","0.680","NO",""
"0","AMMO","ATOMIC 300 AAC 260GR SUBSONIC","RNSP 20RD 10BX/CS","A00478","Atomic Ammunition","00478","40","29.45","","","1","","","858767004782","0.000","NO",""
"0","AMMO","ATOMIC 308 WIN 260GR RN SP","20RD 10BX/CS","A00481","Atomic Ammunition","00481","46","35.25","","","1","","","858767004812","0.000","NO",""
"0","AMMO","ATOMIC 6.5 CM 129GR SUBSONIC","SP 20RD 10BX/CS","A004829","Atomic Ammunition","004829","45","32.35","","","1","","","858767004829","1.010","NO",""
"0","AMMO","ATOMIC 223 REM 112GR RN SOFT","POINT 20RD 10BX/CS","A00483","Atomic Ammunition","00483","40","29.45","","","1","","","858767004836","0.000","NO",""
"0","AMMO","ATOMIC 32 ACP +P 60GR JHP","20RD 10BX/CS","A00484","Atomic Ammunition","00484","24","18.95","","","1","","","858767004843","0.350","NO",""
"85","AMMO","CCI V-MAX 17HMR 17GR 2550FPS","50RD 40BX/CS","A0049","CCI","49","20.99","14.25","13.53","","1","40","","076683000491","0.400","NO",""
"816","AMMO","CCI STINGER 22LR 32GR JHP","1640FPS 50RD 100BX/CS","A0050","CCI","50","9.99","7.08","6.72","","1","100","","076683000507","0.390","NO",""
"113","AMMO","CCI PISTOL MATCH 22LR 40GR","LEAD-RN 1070FPS 50RD 100BX/CS","A0051","CCI","51","15.99","10.58","10.05","","1","100","","076683000514","0.435","NO",""
"174","AMMO","CCI GAMEPOINT 17HMR 20GR JSP","1875FPS 50RD 40BX/CS","A0052","CCI","52","20.99","14.25","13.53","","1","40","","076683000521","0.600","NO",""
"61","AMMO","CCI 17HMR 17GR TNT-HP 2550FPS","50RD 40BX/CS","A0053","CCI","53","20.99","14.25","13.53","","1","40","","076683000538","0.417","NO",""
"21","AMMO","CCI 17HMR 20GR FMJ 2375FPS","50RD 40BX/CS","A0055","CCI","55","20.99","14.25","13.53","","1","40","","076683000552","0.400","NO",""
"428","AMMO","CCI SUBSONIC 22LR 40GR LEAD-HP","1050FPS 100RD 50BX/CS","A0056","CCI","56","13.99","9.33","8.86","","1","50","","076683000569","0.850","NO",""
"61","AMMO","CCI TNT GREEN 22WMR LEAD","FREE 2050FPS 50RD 40BX/CS","A0060","CCI","60","26.99","18.43","17.49","","1","40","","076683000606","0.500","NO",""
"115","AMMO","CCI MAXI-MAG 22WMR 30GR TNT","JHP 2200FPS 50RD 40BX/CS","A0063","CCI","63","22.99","15.67","14.87","","1","40","","076683000637","0.500","NO",""
"0","AMMO","CCI 22 WRF 45GR TNT JHP","1300FPS 50RD 40BX/CS","A0069","CCI","69","17.99","12.81","12.16","","1","40","","076683000699","0.565","NO",""
"98","AMMO","CCI 22WMR 30GR V-MAX 2200FPS","50RD 40BX/CS","A0073","CCI","73","22.99","15.67","14.87","","1","40","","076683000736","0.485","NO",""
"35004","AMMO","ELEY MATCH 22LR 40GR EPS","50RD 100BX/CS","A01100","Eley","01100","21.5","15.63","14.94","14.37","1","10","100","650911011000","0.400","NO",""
"5590","AMMO","ELEY PRECISION 22LR 40GR SEMI","AUTO BENCHREST 50RD 100BX/CS","A01180","Eley","01180","15.75","11.46","10.95","10.54","1","10","100","650911011802","0.400","NO",""
"1311","AMMO","ELEY TENEX BIATHLON 22LR 40GR","FLAT NOSE 50RD 100BX/CS","A01400","Eley","01400","26.95","19.39","18.52","17.80","1","10","100","650911001407","0.400","NO",""
"7554","AMMO","ELEY TEAM 22LR 40GR EPS","50RD 100BX/CS","A01700","Eley","01700","18.25","12.49","11.93","11.57","1","10","100","650911017002","0.400","NO",""
"0","HOLSTERS AND RELATED ITEMS","DESANTIS DOUBLE MAG POUCH OWB","LEATHER SINGLE STACK 9/40 BLK","A01BJEEZ0","DeSantis","A01BJEEZ0","77.99","43.17","","","1","","","792695241584","0.250","NO",""
"2","HOLSTERS AND RELATED ITEMS","DESANTIS DOUBLE MAG POUCH OWB","LTHR GLOCK 17/19/22/23 BLACK","A01BJJJZ0","DeSantis","A01BJJJZ0","77.99","43.17","","","1","","","792695233619","0.250","NO",""
"0","HOLSTERS AND RELATED ITEMS","DESANTIS DOUBLE MAG POUCH OWB","LEATHER SIG P365 BLACK","A01BJKKZ0","DeSantis","A01BJKKZ0","77.99","43.17","","","1","","","792695350033","0.200","NO",""
"3","HOLSTERS AND RELATED ITEMS","DESANTIS DOUBLE MAG POUCH OWB","LEATHER SINGLE STACK 10/45 BLK","A01BJLLZ0","DeSantis","A01BJLLZ0","77.99","43.17","","","1","","","792695236382","0.250","NO",""
"0","HOLSTERS AND RELATED ITEMS","DESANTIS DOUBLE MAG POUCH OWB","LEATHER FITS GLOCK 43 BLACK","A01BJYYZ0","DeSantis","A01BJYYZ0","77.99","43.17","","","1","","","792695329947","0.200","NO",""
"1","HOLSTERS AND RELATED ITEMS","DESANTIS DOUBLE MAG POUCH OWB","LEATHER SINGLE STACK 9/40 TAN","A01TJEEZ0","DeSantis","A01TJEEZ0","77.99","43.17","","","1","","","792695227311","0.200","NO",""
"2","HOLSTERS AND RELATED ITEMS","DESANTIS DOUBLE MAG POUCH OWB","LTHR FITS GLOCK 17/19/23/22 TN","A01TJJJZ0","DeSantis","A01TJJJZ0","77.99","43.17","","","1","","","792695233633","0.250","NO",""
"2","HOLSTERS AND RELATED ITEMS","DESANTIS DOUBLE MAG POUCH OWB","LEATHER SIG P365 TAN","A01TJKKZ0","DeSantis","A01TJKKZ0","77.99","43.17","","","1","","","792695350040","0.200","NO",""
"1","HOLSTERS AND RELATED ITEMS","DESANTIS DOUBLE MAG POUCH OWB","LEATHER SINGLE STACK 10/45 TAN","A01TJLLZ0","DeSantis","A01TJLLZ0","77.99","43.17","","","1","","","792695236399","0.250","NO",""
"1","HOLSTERS AND RELATED ITEMS","DESANTIS DOUBLE MAG POUCH OWB","LEATHER FITS GLOCK 43 TAN","A01TJYYZ0","DeSantis","A01TJYYZ0","77.99","43.17","","","1","","","792695329954","0.200","NO",""
"58","AMMO","ARMSCOR 380 ACP 95GR FMJ","50RD 20BX/CS","A02002USA","ARMSCOR","FAC380-2N","25","17.55","","","1","","","812285020020","1.160","NO",""
"99","AMMO","ARMSCOR 38 SPECIAL 158GR FMJ","50RD 20BX/CS MADE IN USA","A02004USA","ARMSCOR","FAC38-17N","30","21.25","","","1","","","812285020044","1.730","NO",""
"110","AMMO","ARMSCOR 357 MAG 158GR FMJ","50RD 20BX/CS","A02007USA","ARMSCOR","FAC357-6N","34","26.95","","","1","","","812285020075","1.835","NO",""
"432","AMMO","ARMSCOR 10MM 180GR FMJ","50RD 20BX/CS MADE IN USA","A02009USA","ARMSCOR","FAC10-2N","34","23.95","","","1","","","812285020099","2.000","NO",""
"130","AMMO","ARMSCOR 45 ACP 230GR FMJ","50RD 20BX/CS MADE IN USA","A02010USA","ARMSCOR","FAC45-12N","32","20.05","","","1","","","812285020105","2.400","NO",""
"0","AMMO","ARMSCOR 30 CARBINE 110GR FMJ","50RD 20BX/CS","A02011USA","ARMSCOR","FAC30C-1N","45","34.95","","","1","","","812285020112","0.000","NO",""
"36179","AMMO","ELEY CLUB 22LR 40GR RN","50RD 100BX/CS","A02100","Eley","02100","10","7.40","7.06","6.74","1","10","100","650911021009","0.400","NO",""
"146","AMMO","ARMSCOR 38 SUPER 125GR FMJ","50RD 20BX/CS MADE IN USA","A02141USA","ARMSCOR","FAC38SUPER-1N","30","26.25","","","1","","","812285021416","1.490","NO",""
"93","AMMO","ARMSCOR 500 SW MAG 300GR XTP","20RD 20BX/CS","A02202","ARMSCOR","FAC500SW-1N","65","45.45","","","1","","","812285022024","1.560","NO",""
"2189","AMMO","ELEY CONTACT SUBSONIC 22LR","42GR RN 50RD 100BX/CS","A02300","Eley","02300","8.95","6.45","6.15","5.99","1","10","100","650911023003","0.450","NO",""
"7195","AMMO","ELEY OUTLAW SEMIAUTO BENCHREST","22LR 42GR 50RD 100BX/CS","A02320","Eley","02320","10","7.40","7.06","6.74","1","10","100","650911023201","0.450","NO",""
"682","AMMO","ELEY BIATHLON CLUB 22LR 40GR","RN 50RD 100BX/CS","A03130","Eley","03130","13.5","9.35","8.90","8.50","1","10","100","650911031305","0.480","NO",""
"33816","AMMO","ELEY TARGET 22LR 40GR RN","50RD 100BX/CS","A03190","Eley","03190","8.85","6.42","6.14","5.82","1","10","100","650911031909","0.400","NO",""
"0","AMMO","ATOMIC 6.5 CM 130GR SUBSONIC","HPBT 20RD 10BX/CS","A0476","Atomic Ammunition","00476","39.99","32.20","","","1","","","858767004768","1.000","NO",""
"38","AMMO","ATOMIC 40 SW 155GR BONDED JHP","20RD 10BX/CS","A04850","Atomic Ammunition","04850","30","19.95","","","1","","","858767004850","0.720","NO",""
"2","AMMO","ATOMIC 10MM 155GR BONDED JHP","20RD 10BX/CS","A04867","Atomic Ammunition","04867","34","23.55","","","1","","","858767004867","0.750","NO",""
"0","AMMO","ATOMIC 45 LC 250GR COPPER RNFP","50RD 10BX/CS","A04881","Atomic Ammunition","04881","60","46.95","","","1","","","858767004881","2.800","NO",""
"0","AMMO","ATOMIC 5.56X45 62GR FMJ","500RD BULK","A04898","Atomic Ammunition","0858767004898","494.95","399.95","","","1","","","858767004898","13.535","NO",""
"577","AMMO","ELEY SUBSONIC 22LR 38GR HP","50RD 100BX/CS","A05400","Eley","05400","8.95","6.45","6.15","5.99","1","10","100","650911054007","0.400","NO",""
"0","AMMO","GO 5.45x39 55 GR FMJ BRASS","30 RD BOX 30 BOXES/CASE","A05463","Global Ordnance","05463","34.15","26.25","","","1","","","197892005456","0.000","NO",""
"201","AMMO","AMMO INC 10MM 180GR TMC","50RD 20BX/CS","A10180TMCA50","AMMO INC","10180TMCA50","29.99","25.39","","","1","","","818778022717","2.000","NO",""
"39","AMMO","FN 5.7X28 27GR LEAD FREE JHP","SS195LF 50RD 40BX/CS","A10700012","FN America","10700012","54.23","39.48","","","1","","","818513002943","0.710","NO","47.48"
"2548","AMMO","FN 5.7X28 40GR V-MAX SS197SR","50RD 10BX/CS","A10700017","FN America","10700017","36.9","26.45","","","1","","","818513003612","0.760","NO",""
"129","AMMO","FN 5.7X28 30GR JHP SS200","50RD 10BX/CS","A10700030","FN America","10700030","51.48","32.60","","","1","","","845737017323","0.685","NO",""
"610","AMMO","FN 5.7X28 40GR FMJ SS201","50RD 10BX/CS","A10700032","FN America","10700032","51.48","25.40","","","1","","","845737017316","0.760","NO",""
"0","ARCHERY ACCESSORIES","BEAR ARCHERY YOUTH SAFETYGLASS","ARROWS 28"" 3PK","A1090B","Bear Archery","A1090B","14.99","10.99","","","1","","","754806128146","0.300","NO",""
"298","AMMO","PMC 10MM 200GR FMJ-TC","50RD 20BX/CS","A10A","PMC","10A","41","26.95","","","1","","","741569050760","2.200","NO",""
"32","AMMO","FIOCCHI 10MM 180GR FMJ 50RD","10BX/CS","A10AP","Fiocchi","10AP","40.43","24.99","23.80","","1","10","","762344705132","2.050","NO",""
"65","AMMO","FIOCCHI 10MM 180GR JHP","50RD 10BX/CS","A10APHP","Fiocchi","10APHP","44.84","36.71","34.84","","1","10","","762344711850","2.080","NO",""
"341","AMMO","PMC 10MM 170GR JHP 25RD","20BX/CS","A10B","PMC","10B","26","16.95","","","1","","","741569200011","1.000","NO",""
"8","AMMO","FIOCCHI 10MM 155GR XPB 25RD","8BX/CS","A10BA","Fiocchi","10BA","59.95","48.83","46.35","","1","8","","762344713427","0.910","NO",""
"31","AMMO","HSM PRO PISTOL 10MM 180GR","JHP 20RD 20BX/CS","A10MM15N20","HSM Ammo","10mm-15-N-20","30","21.25","","","1","","","810742026349","0.835","NO",""
